#{"t_start": 1564001091.7144423, "env_id": "gymXplane-v2"}
r,l,t
298.072547,350,41.123646
-74.152356,118,54.490592-307.117447,204,71.274801897.369981,1277,159.71484
-154.535997,383,203.4425251338.500943,1375,272.748747
-119.485833,69,280.547794
799.944559,651,354.161204
933.524573,603,422.374097
-231.234437,146,438.922936
1539.577096,314,474.339647
-115.139154,73,482.608541
-146.276085,192,504.437031
521.100935,376,547.097132
394.961189,220,571.872576
1434.645148,400,616.941964
-141.574038,74,625.298996
2.209651,637,697.315915
-123.68038,72,705.482335
-311.920603,205,728.731722
-117.505917,81,737.772591
-194.871721,140,753.785917
-106.505706,87,763.778415
-114.322217,69,771.54335
-196.282938,174,791.290916
-100.737657,2464.305525,814,842.590317
1326.735375,1167,974.330626
-209.214011,136,989.607588
-24.967276,9,990.616329
-24.405305,1,990.765248
-25.651182,1,990.880341
-180.974403,179,1011.225202
364.566199,206,1034.718925
143.441242,191,1056.197746
-24.27886,1,1056.334804
365.843039,206,1079.75416
-96.161509,87,1089.724078
-24.478973,1,1089.835037
-415.115576,267,1120.003372
-109.470329,76,1128.690549
-22.353594,8,1129.574665
-81.356243,102,1141.098058
513.931827,369,1182.799415
-24.248156,31129.419089,102654.26608,1906,1507.04215,11864.227303,687,1476.853698
-23.981018,1,1476.957015
-23.740922,3,11751.704661,1552,1600.069094
-220.27457,130,1614.656472
-27.798786420.218509,450,1-105.557126,89,1624.954782
-206.281022,154,1642.299483
-25.742603,3,1642.626352
-322.48332,209,1666.253771
-27.568989,3,1666.603864
-124.31223,74,1674.963477
-130.579356,70,1682.911504
-214.194785,133,1697.968092
-32.633231,14,1699.581683
-16.099989,18,1701.589309
454.213579,457,1753.078147
-132.456565,76,1761.64897
1376.934282,1001,1808.005788821551.616204,363,1849.054392
392.935879,423,1896.7466
-204.90679,144,1913.019241
-21.290047,6,1913.7286338.604625,300,1924.540234
-23.-72.096984,109,1934.308103
318.235168,299,1967.828526
-108.222555,83,1977.327669
-23.216575,4,197142.804489,420,2007.831241
-115.8311045.926307,746,2062170.97264-88.213479,104,2074.022664
3416.116793,2415,2347.673257
519.759636,369,2389.695589
412.982599,226,2415.405627
178.703094,462,2467.971787
-196.465364,143,2484.182513
-290.006742,213,2508.381316
-186.271564,150,2525.258389
-143.982228,186,2546.493105
4126.941274,3498,2943.166889
1295.737795,859,3040.763848
473.681766,265,3070.821028
-73.23165,107,3083.049173
356.704489,324,3119.766697
-80.610797,110,3132.030468
405.994282,219,3156.880852
1016.055112,581,3222.665962
4759.677336,2931,3555.755251
1679.427635,1208,3692.772122
251.758279,426,3741.541158
5827.653084,3827,4176.27523
351.754593,325,4213.223804
1068.325372,58,4219.841224
-75.509062,108,4232.256959
407.429295,213,4256.374049
3162.921311,2312,4519.238636
370.865688,349,4559.01194
1008.05548,1080,4681.629241
896.218307,694,4760.407438
1159.114485,49,4765.964326
1252.950861,970,4876.173049
2063.098789,619,4946.603086
-62.050648,116,4959.814773
-25.261008,1,4959.9334
1577.948164,248,4987.98888
289.086705,430,5036.711972
418.4883561.727914,2396,51133432.629083,1442,5225.078467
1426.487458,1002,5339.30372
-24.1193378.133506,2179,5512.185427
9010.337499,5509,6138.748462
870.479452,537,6200.013417
5726.610735,3438,6590.046639
877.978869,636,6662.75621
1518.109517,282,6694.798705
1680.359711,1696,6887.222723
-95.627516,101,6898.643245
133.61621,248,6926.912778
5440.510472,3948,7375.904752
1840.829369,1083,7498.665115
947.072412,540,7559.967192
7400.937195,4185,8035.320645
4135.311763,2671,8339.150126
6202.764465,3053,8686.428289
2052.818634,702,8765.917478
974.305803,540,8827.217048
879.019057,650,8901.33786
1606.05292,243,8928.890132
4045.538411,2516,9214.761554
5122.931503,3403,9600.942948
-64.78835,125,9615.177939
337.113725,169,9634.572698
3232.329028,2717,9942.674715
3653.968605,2810,10261.458179
1992.400954,1517,10433.665107
2227.496061,1492,10602.87795
337.675804,305,10637.575628
466.947786,368,10679.253322
324.41015,311,10714.51721
1183.838695,49,10720.081723
334.535677,306,10754.722554
352.128319,316,10790.556519
1086.779379,57,10796.975253
1047.129087,949,10904.755157
715.320326,760,10991.106593
810.765941,667,11066.923817
343.421557,312,11102.508451
2751.978812,1101,11227.935945
1614.234258,343,11267.084599
1327.064486,1018,11382.903261
468.271597,349,11422.615888
-74.748481,111,11435.215135
5307.237094,3681,11853.180668
1279.940253,42,11857.923546
328.646304,325,11894.784627
933.835371,536,11955.976813
3104.913991,1601,12137.558157
-143.476508,64,12144.810767
-124.538741,84,12154.199199
216.256298,376,12197.142201
2916.164049,2017,12426.876388
2379.302121,1701,12620.253841
-51.499732,115,12633.320141
9475.181321,6411,13362.011332
-105.365039,87,13371.87486
209.960081,386,13415.602262
-228.779846,139,13431.285547
1408.065673,893,13532.416974
1595.856979,342,13571.422724
1549.499362,359,13612.460522
-216.290648,144,13628.854855
-24.838805,1,13628.962098
1602.599266,1265,13772.588305
-109.619522,78,13781.472857
-25.53385,4,13781.928789
-480.585826,374,13824.203928
-154.744476,74,13832.552781
-124.38965,78,13841.441031
-449.717985,278,13873.16407
-120.393315,83,13882.604738
-120.245037,76,13891.283923
-228.47833,146,13907.887363
-134.611481,73,13916.183766
-302.25364,223,13941.456018
-144.959289,66,13948.951466
-134.250844,69,13956.974994
-119.705096,79,13965.948483
-368.522084,201,13988.681148
-28.916644,7,13989.452919
-131.357525,75,13998.039831
-154.210255,74,14006.362988
-135.740755,77,14015.054675
-147.078407,74,14023.471139
-121.413624,83,14033.057428
-148.639651,72,14041.226345
-242.315722,138,14056.83569
-233.704176,143,14073.056436
1799.661253,1440,14235.772674
-140.653549,68,14243.452784
-25.459783,1,14243.557365
-28.625239,3,14243.910272
-134.500631,77,14252.589838
-233.026131,151,14269.633707
-232.61521,142,14285.948055
-254.88626,143,14302.222405
-137.763161,77,14310.833932
-124.858848,77,14319.541239
-26.315106,3,14319.885268
-149.287697,71,14327.819405
-31.541375,6,14328.488723
-155.935551,186,14349.596716
-24.608443,1,14349.704516
290.771541,275,14380.870358
-154.261503,77,14389.486183
-118.219725,71,14397.425853
-27.615825,9,14398.417028
-114.55801,78,14407.198622
-89.036628,86,14417.141049
-22.712477,4,14417.582698
-20.310009,6,14418.258083
197.743603,293,14451.341155
-23.687364,7,14452.140239
-113.437514,68,14459.886722
-245.996196,133,14474.907556
-393.341188,304,14509.195079
-100.685959,85,14518.709619
-187.291878,163,14537.250021
-135.577688,70,14545.097473
-132.291793,68,14552.75942
-143.27208,68,14560.44264
-130.378713,75,14569.037575
-146.651747,73,14577.313879
-110.112978,59,14584.047798
-29.039677,14,14585.607307
-147.401961,76,14594.131622
-119.823512,77,14602.843856
-201.510013,139,14618.784844
-223.585055,136,14634.347685
-26.905861,3,14634.69752
-25.315307,9,14635.715387
-95.341771,74,14644-208.767142,145,14649.326142
-95.475864,70,14657.215874
-22.992421,8,14658.108089
-132.013419,73,14666.360849
-121.450187,77,14674.977821
-271.028173,225,14700.50789
-120.867505,64,14707.90722
-23.439458,10,14709.011443
-145.743896,189,14730.370841
-105.136853,82,14739.550845
-152086.791701,1765,14908.248766
-133.896178,74,14916.634352
-139.310465,76,14925.278516
-97.647781,92,14935.757738
-24.528085,3,14936.08885
277.958553,276,14967.375139
-25.51812,1,14967.484241
-107.556417,76,14976.12383
-24.417443,1,14976.239266
-26.558718,3,14976.564615
-99.32162,72,14984.693968
-22.607479,7,14985.474772
-110.065169,78,14994.273022
268.970252,386,15037.919629
-96.56321,93,15048.413934
-23.855501,1,15048.516974
-23.769697,3,15048.852267
-23.213975,3,15049.178978
-24.049787,3,15049.504299
781.908638,545,15111.019127
-88.38685,188,15132.186418
-26.40205,3,15132.518998
-108.975666,70,15140.429319
-237.515393,137,15155.861073
-29.101588,5,15156.428497
-94.436736,80,15165.505305
-24.530496,3,15165.850442
-23.249765,3,15166.191444
292.484351,291,15199.243037
-187.470557,137,15214.653405
-24.266625,1,15214.759133
-25.4248204.88201,486,1522-208.83967-117.811847,69,15236.26352
-26.442949,4,15236.168.66441,466,15285.917825
-116.476552,75,15294.360014
-312.305434,233,15320.930529
-90.034057,599,15388.876605
-83.032058,86,15398.701077
410.840198,223,15423.915608
-145.462425,69,15431.622475
-119.576875,66,15439.088683
-253.981467,253,15467.634072
-225.321102,138,15483.276159
-25.911102,6,15483.959058
-24.677253,1,15484.062477
-25.95433,1,15484.174781
-99.173734,73,15492.433476
-342.000106,204,15515.710632
-92.814766,77,15524.544212
-96.611776,86,15534.227782
705.899246,838,15628.939294
528.362726,914,15732.304176
-23.876354,1,15732.41432
-23.007879,6,15733.078008
273.532877,486,15787.637054
-106.556133,77,15796.371372
-24.394271,5,15796.917105
-24.176241,1,15797.046962
-25.814714,1,15797.159185
-69.483331,112,15809.689453
271.455335,466,15862.38627
-24.204968,1,15862.495997
-25.821744,1,15862.606465
-119.581441,66,15870.142476
-95.256476,83,15879.433044
-124.040945,77,15888.060005
-25.75033,3,15888.385962
-95.389992,71,15896.488165
-23.80453,5,15897.043567
-130.500115,73,15905.277713
-103.347793,76,15913.926265
-86.766385,91,15924.229909
-101.469259,77,15932.881935
-24.065813,1,15932.989518
-22.643609,5,15933.556705
-198.062218,159,15951.664276
-107.800299,77,15960.368418
-83.452101,89,15970.444372
-23.462191,3,15970.780089
-23.571805,3,15971.112813
334.82517733.402011,735,16042173.079986,483,16071.519902
-23.786061,1,16071.631599
327.330101,287,16104.010295
480.823142,382,16147.100399
-23.998141,3,16147.437826
-110.678451,85,16157.067173
-81.655278,95,16167.749995
-139.956618,190,16189.297466
-85.822948,96,16200.17595
-126.105543,74,16208.624775
-100.405452,79,16217.550482
-85.32044-75.765851,110,1622-210.58878,264,16258.314655
421.63346751.759636,615,16310.011842
-26.840656,5,16310.563205
-98.035853,60,16317.323933
-24.778676,22,1-92.460643,90,16325.606915
-25.796035,3,16325.931217
-24.83917-80.755574,101,163-92.574942,84,16336.16104
-21.292262396.763227,214,16355.937591
573.04103,507,16413.536038
522.117809,392,16457.726808
-94.389504,84,16467.150223
-87.94188,97,16478.069075
-178.363996,153,16495.364386
-190.852832,128,16509.743982
-92.635832,100,16521.075136
-126.4505,74,16529.474775
-86.407143,99,16540.875677
267.928827,322,16577.161485
-962926.699206,1897,16648.12435
-62.884426,111,16660.679212
311.03867,301,16694.729943
376.933835,228,16720.545637
2021.513036,713,16801.413951
2093.133273,705,16881.450825
-116.128592,78,16890.213373
-74.698348,97,16901.261803
-115.459077,82,16910.442474
-392.79025,389,16954.83248
-23.69493,1,16954.94521
304.468618,277,16986.276681
-90.826812,76,16994.742652
-25.065239,2,16994.967337
-152.389211,74,17003.317403
-77.368725,101,17014.885217
-25.654701,3,17015.230463
248.754033,389,17059.54376
-25.622053,1,17059.65617
-96.164405,81,17068.913688
424.603608,445,17119.311273
-241.57345,186,17140.336431
-35.989764,180,17160.456307
-112.130349,79,17169.337942
-85.390094,110,17181.674961
624.789091,1296,17328.197039
-285.22737,219,17352.981086
-210.833534,125,17367.151843
-233.458654,263,17397.039357
-99.447978,85,17406.716709
-95.232949,82,17416.007444
-25.10563,1,17416.11761
-25.517663,1,17416.235078
-131.188345,71,17424.327628
-183.519594,158,17442.234767
298.226716,434,17491.409591
-233.691506,154,262.416061,404295.160991,420,17556.079264
-139.935185,74,17564.522869
-104.607692,576.047507,803,17631.423252
-24.641975,1,17631.529814
235.097346,509,17689.11969
-25.343001,1,17689.225502
-264.531578,234,17715.881992
-82.904461,95,17726.52929
255.582767,412,17773.135376
1200.036581,1219,17911.13005
-25.16739,2,17911.3903.216399,736,17936.300945
26.061011,106,17948.134369
-12.528038,33,17951.842392
-77.332263,96,17962.685938
-24.55240-196.105775,157,17971.039058
959.576247,781,2052.46369,1639,18149.10669
-24.507461,1,11264.151035,1112,18247.603708
-24.316445,4,18248.050701
380.520018,341,18286.693276
260.332836,384,18330.069986
376.232434,331,18367.378736
-107.56651,71,18375.384872
-169.455925,193,18397.245579
291.217629,306,18431.926032
-87.524346,87,18441.798992
-89.062931,87,18451.589607
-23.627331,6,18452.258962
2931.101128,1247,18593.272244
1968.774077,734,18676.660467
573.516004,818,18769.674012
-120.839877,66,18777.11019
-265.265932,214,18801.398435
-100.165738,67,18809.112237
-120.010032,69,18816.88537
-113.483256,75,18825.358867
-115.47797,71,18833.474791
-230.626164,156,18851.151825
505.2637,412,18897.913649
265.416117,370,18939.714963
1493.029003,951,19047.62806
464.044937,486,19102.746708
-28.037407,3,19103.084162
881.767832,888,19203.562932
317.01334,356,19243.893017
-185.538779,174,19263.614615
-113.626236,70,19271.405963
1247.825882,430,19319.717269
197.147759,1275,19463.470663
-95.986109,81,19472.63621
-23.392305,3,19472.97175
-23.26798,3,19473.312927
1221.780697,429,19521.638011
-224.025939,240,19548.686045
812.367009,782,19636.788721
1453.469593,332,19674.245785
-130.813899,63,19681.312239
-100.790905,77,19689.998869
269.640888,598,19757.632534
-25.881178,3,19757.976677
-25.421444,3,19758.296657
-21.554865,6,19758.965275
-23.941444,1,19759.069355
-25.486163,1,19759.186543
744.610255,950,19866.436362
843.501616,594,19933.789406
302.835487,461,19985.728032
789.89119,978,20096.270756
-25.083469,1,20096.385978
-26.857703,2,20096.608215
1193.014659,436,20145.672054
-104.057303,64,20152.862436
-108.178677,63,20159.913133
332.984403,478,20213.857702
-25.480336,1,20213.963659
-26.105314,1,20214.07295
366.217216,340,20252.679352
-201.891236,142,20268.770567
165.477194,377,20311.233727
1990.173046,1541,20484.809894
-86.23272,70,20492.754327
-91.463893,76,20501.323298
409.96291,300,20535.463032
-174.269464,160,20553.584886
-105.313815,75,20562.046719
-109.802241,76,20570.676775
-188.698175,125,20584.717056
-25.600986,19,20586.925516
-24.239286,1,20587.030092
-25.75071,1,20587.138267
815.796927,860,20684.293033
342.315894,384,20727.657682
430.309094,255,20756.545627
667.897076,687,20834.241243
-100.901195,68,2083068.657788,2614,20942.770128
1932.990875,1875,21154.707574
676.756758,837,21249.243618
-26.181434,4,21249.685977
-105.329322,70,21257.536142
-171.309699,152,21274.600015
296.344383,430,21323.397665
602.521442,911,21426.131616
2103.378689,1789,21628.182859
-83.66102,84,21637.523187
405.639821,376,21679.803682
-268.579476,202,21702.602333
-98.886794,85,21712.083266
-259.093815,195,21734.081505
729.396636,744,21817.79614
-91.09263,78,21826.599023
-24.999783,1,21826.710058
15.185951,404,21872.229392
489.536423,305,21906.622442
351.446256,330,21943.827763
972.811775,783,22032.505622
296.251953,428,22081.022521
-24.327888,13,22082.521991
-89.198508,76,22091.168967
547.459347,429,22139.314105
-24.399629,3,22139.638118
-19.091177,8,22140.541165
862.444107,604,22209.080583
1120.957157,498,22265.45055
1831.371647,1686,22456.657593
931.299969,752,22541.758377
-23.940041,1,22541.871644
-25.531492.238185,1134,2254257.568606,403,22588.0083
429.839425,274,22618.886497
-99.812941788.638723,643,22676.962437
1973.160457,703,222689.901871,1568.099724,1272,22901.09029
-97.439362,70,22909.005197
354.8227,365,22952788.629375,1945,23125.600217
3399.303325,2156,23370.308685
4324.373784,2697,23676.685535
799.635751,541,23738.083854
1938.4814309.609182,3290,24081.6808.00363,5029,24457.37872
-96.593124,72,24465.460496
340.828523,286,24497.839548
1745.308403,1686,24688.558057
3004.628686,2093,24925.886046
3002.441673,2073,25161.352765
2532.613094,1610,25344.7703
7990.370754,4961,25909.03549
3585.074694,2042,26140.863999
903.514968,541,26202.203711
858.384358,536,26263.282507
8022.764564,4842,26814.088234
2627.734312,1720,27009.705431
2689.638739,1508,27181.386017
4708.143873,2693,27487.433408
-41.756904,119,27500.953992
6654.591672,3665,27916.589116
6544.478779,3770,28344.87126
4594.366874,2809,28664.336717
3335.22435,1461,28830.187268
8388.626875,4843,29380.772759
1273.981383,840,29476.544101
5297.589145,3270,29847.914733
2671.126523,1762,30048.723186
2813.422816,1618,30232.680017
1818.796137,1195,30368.564786
3333.905577,1849,30579.231966
823.333202,688,30657.371024
886.644637,675,30733.590633
3760.38936,2164,30980.196394
-56.331756,125,30994.34296
4745.407335,2563,31286.112869
1221.218476,820,31379.471466
4919.23634,3093,31731.615827
1442.309668,281,31763.394256
-88.725991,112,31776.102307
10594.050091,6015,32460.523198
2805.746542,1843,32669.819071
4305.927139,2411,32944.214779
2231.528803,1377,33101.097193
3743.40014,2304,33363.031671
5245.113383,3400,33750.149145
2859.537085,1617,33933.848335
625.622123,597,34001.65312
389.277549,327,34038.763712
880.787389,526,34098.299185
934.81438,536,34159.373365
948.224073,540,34220.680432
6808.077153,4171,34695.323752
6081.878288,3056,35042.899545
-49.588552,121,35056.756869
323.126288,167,35075.731078
280.622876,283,35107.981584
1199.202821,833,35202.816982
1815.094842,1207,35340.042027
972.232229,952,35448.324291
907.589499,702,35528.438322
272.307635,291,35561.90932
1769.622254,1045,35680.722186
6208.405506,4278,36167.335437
2475.167409,1681,36358.933605
2536.524152,2047,36591.135909
-23.87073,1,36591.238927
1384.018659,289,36624.16375
2318.886633,1725,36820.199086
3002.728714,2468,37100.230374
857.930111,665,37175.823842
2487.450999,1851,37386.625304
346.492412,335,37424.573355
498.623906,363,37465.743446
326.358624,305,37500.480543
3456.569074,2301,37762.574448
330.025128,312,37798.229268
294.554106,424,37846.499836
1607.230408,235,37873.095295
484.307631,491,37929.313133
-19.549083,8,37930.28625
1950.358473,622,38001.277176
1164.290938,967,38111.58774
3271.965967,1691,38304.114534
3054.420921,2339,38570.009484
310.107559,302,38604.316786
661.592961,610,38673.608624
1646.332423,1074,38796.185855
2287.523175,2127,39037.618927
1386.21241,378,39080.460735
1739.977317,1467,39247.259535
312.822458,300,39281.393334
1736.452186,1691,39474.047385
1777.236595,1510,39645.743257
744.766752,599,39713.845438
1096.901529,842,39809.381655
4552.569282,2648,40110.529471
1127.719766,1145,40241.040968
323.651548,305,40275.973908
1029.766486,965,40385.933797
-95.608945,91,40396.404206
-75.137691,115,40409.517002
197.803946,183,40430.240241
-96.937796,102,40441.777342
138.279324,607,40510.788826
-96.145648,99,40522.00004
-68.077848,120,40535.74313
2521.574383,1716,40730.995759
840.20515,539,40792.178048
4874.300179,3303,41167.345916
3020.043653,2029,41397.16229
-80.433097,93,41407.748832
53.818115,409,41454.042458
-103.592585,113,41466.807334
4.10283,149,41483.613011
482.582663,536,41544.179425
566.724991,769,41631.4798
355.349254,217,41655.97531
573.719544,401,41701.637845
1327.925948,1065,41822.372984
704.022431,454,41874.045184
3345.734264,2363,42142.668666
3729.503825,4091,42607.421986
738.818412,772,42694.75345
1148.906965,1301,42842.366288
305.212187,420,42889.846496
238.412302,208,42913.57961
357.793913,322,42949.890897
646.349476,661,43024.712701
629.470391,638,43096.605272
353.13556,344,43135.318517
958.494937,69,43143.088701
1931.238049,1522,43315.311968
-97.684081,75,43323.755928
-56.022332,118,43337.151945
327.727857,180,43357.420662
227.809057,318,43393.460753
339.562272,322,43430.105316
-150.572432,70,43437.979553
-218.512343,140,43453.843452
-155.011628,173,43473.370901
258.208323,404,43519.25319
-215.812019,134,43534.400939
-25.052744,3,43534.732625
-24.41893,3,43535.131663
726.011083,667,43610.417692
-85.802387,80,43619.423335
-9.873375,18,43621.435041
150.796881,365,43662.819685
-24.851866,1,43662.936645
-25.641617,1,43663.050459
-197.758498,141,43679.233699
790.0259,622,43749.53797
631.851693,678,43826.054376
-181.290447,134,43841.322262
-26.50746,16,43843.112203
-102.212785,78,43851.812657
-24.551483,1,43851.922009
-24.56186,3,43852.279431
-24.414327,3,43852.617841
-19.231254,9,43853.621264
157.492973,608,43922.518126
-24.964721,3,43922.875559
2606.434878,1296,44069.439522
556.844635,707,44149.548468
-25.686855,2,44149.832435
-110.934521,67,44157.460414
-206.975254,126,44171.913995
-26.986645,3,44172.265589
-114.807144,79,44181.180667
1365.852206,406,44227.21881
288.947737,412,44273.887303
-98.97374,76,44282.45605
-124.881874,68,44290.136594
-28.190495,6,44290.821237
-24.916926,1,44290.932155
-25.869664,2,44291.175887
536.311648,717,44372.459942
-23.99229,8,44373.353735
221.727674,483,44428.31448
28.887669,133,44443.491235
694.036207,653,44517.25817
-154.813983,64,44524.414001
-113.094448,79,44533.359011
-188.490001,135,44548.690638
-137.890829,71,44556.75501
-128.191848,73,44565.011597
342.401449,307,44599.877229
1187.742417,57,44606.24369
-104.886526,53,44612.338326
-215.390053,168,44631.194467
-120.228093,74,44639.578869
-90.377013,85,44649.20943
2202.735085,1084,44772.205143
-156.891614,155,44789.705358
-20.76204,7,44790.490466
-24.546583,8,44791.375609
356.696402,318,44827.354584
227.249264,406,44873.257742
-288.827815,233,44899.50935
811.123207,910,45002.042417
-14.242695,15,45003.716835
253.524989,402,45049.370349
-21.148878,11,45050.668003
133.316101,275,45081.640389
-20.171645,16,45083.450482
-94.719701,84,45092.857805
-86.648117,80,45102.105241
333.498844,346,45141.212006
-421.571454,251,45169.720152
-82.865557,91,45179.94221
-24.847707,1,45180.064217
300.468493,404,45225.987272
-157.246288,72,45234.026289
447.155724,472,45287.330003
-111.168464,80,45296.352511
-24.702194,1,45296.461016
-25.858655,1,45296.579022
-167.936825,160,45314.71851
-24.278268,3,45315.063536
-18.754182,11,45316.303332
-21.695187,7,45317.077433
494.550634,859,45413.926365
-25.880985,1,45414.032725
-26.213303,3,45414.380037
267.175041,414,45461.118462
1061.118039,49,45466.755448
-104.667057,78,45475.571844
940.717937,542,45536.825426
3453.889642,1603,45718.774155
845.922124,797,45809.22301
-127.707186,62,45816.353755
-338.381651,297,45850.051248
-25.054078,1,45850.161984
-26.229438,2,45850.381873
618.185838,439,45900.219851
500.085472,367,45941.953931
1139.657272,49,45947.483253
-165.628846,291,45980.494834
1580.780264,358,46020.921834
-98.686286,81,46030.218019
-14.304763,11,46031.495346
-19.414986,9,46032.515278
344.637714,203,46055.648474
-257.094404,236,46082.33544
306.618064,325,46119.261548
-69.568784,104,46131.167251
376.17198,216,46155.39629
224.329756,405,46201.191823
-134.278485,67,46208.830776
-184.695945,132,46223.744374
-30.883845,9,46224.743668
-72.924877,91,46235.029886
239.201971,624,46305.730452
337.487523,319,46341.797279
-111.748439,77,46350.63375
-119.532498,74,46359.014063
-132.413187,73,46367.2385
266.025133,399,46412.745948
300.149325,329,46449.884538
872.400463,765,46536.634176
324.063484,312,46572.166511
4033.376147,3289,46945.73957
1867.913348,1126,47073.731957
1231.782425,839,47168.875045
842.578453,541,47230.054535
2477.988777,1911,47446.790557
3668.767611,2374,47716.257359
843.075016,541,47777.52581
2654.614281,1745,47975.610972
831.860978,539,48036.857199
4474.954616,2883,48365.829819
2086.700507,1407,48526.014745
4121.867962,2509,48810.822658
827.595237,673,48887.48744
1758.998333,1039,49005.419369
920.65487,537,49066.724075
-96.232793,94,49077.484898
-24.335706,1,49077.588313
1789.239243,975,49188.942153
1647.813918,1165,49321.268163
915.187079,450,49372.562431
5620.940182,3395,49759.225063
1827.674621,1077,49881.565283
2756.810573,1622,50065.582428
3719.604006,2271,50323.769432
1946.121849,963,50433.124589
921.67678,542,50494.529
1920.787612,1079,50616.718938
352.331456,304,50651.301021
1208.597917,51,50657.150991
3689.210472,2151,50902.239964
938.348035,539,50963.441089
944.69692,539,51024.635117
1379.086973,880,51124.466439
1843.228776,1073,51246.948917
857571,307,46823.13555
343.284128,308,46858.254881
318.319816,290,46891.143267
-24.156878,1,46891.250229
456.055008,533,46951.831283
-63.258403,119,46965.1466
504.461497,324,47001.946658
-24.51953.482956,1579,47044.391552
2081.083243,1534,47218.27016
4562.093981,3463,47611.430293
920.60251,542,47672.598257
834.257862,655,47746.844431
881.593904,539,47808.161748
2824.80082,1888,48022.528305
3390.30441,2149,48267.36687
1205.999376,823,48361.419184
2230.927909,1426,48523.788984
3621.283303,2158,48768.731827
898.535707,535,48829.821207
10353.348866,6268,49543.192075
4981.355978,2997,49884.254486
3728.515507,2159,50129.330701
1887.812185,1078,50251.919588
1845.478146,1201,50388.248262
4940.174866,2224,50640.3837
-54.703273,120,50654.123702
3064.929025,1826,50862.306715
610.752489,468,50915.571253
1821.397598,1080,51038.097423
581372
921.514236,541,50628.807295
1899.054795,1077,50751.385616
972.440223,536,50812.609693
2376.114388,915,50916.966929
1217.883741,848,51013.12088
-33.748484,122,51027.037182
37
2741.353015,1622,47913.160488
6959.311575,4299,48402.901888
5077.944847,3458,48795.936985
1610.586295,258,48825.355472
3977.303622,2642,49126.465639
1016.378448,592,49193.685032
803.408503,539,49254.870147
3535.126822,2151,49499.658586
1334.754281,1025,49616.358498
945.3702,431,49665.393261
853.826897,654,49740.088696
3293.164119,1849,49950.019099
15426.702502,9223,50998.077851
2757.122526,1614,51181.351059
878.012381,661,51256.917664
